PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34883497","Malaria protection due to sickle haemoglobin depends on parasite genotype","Band G, Leffler EM, Jallow M, Sisay-Joof F, Ndila CM, Macharia AW, Hubbart C, Jeffreys AE, Rowlands K, Nguyen T, Gonçalves S, Ariani CV, Stalker J, Pearson RD, Amato R, Drury E, Sirugo G, d'Alessandro U, Bojang KA, Marsh K, Peshu N, Saelens JW, Diakité M, Taylor SM, Conway DJ, Williams TN, Rockett KA, Kwiatkowski DP.","Nature. 2021 Dec 9. doi: 10.1038/s41586-021-04288-3. Online ahead of print.","Band G","Nature","2021","2021/12/09","","","10.1038/s41586-021-04288-3"
"34759313","Host immunomodulatory lipids created by symbionts from dietary amino acids","Oh SF, Praveena T, Song H, Yoo JS, Jung DJ, Erturk-Hasdemir D, Hwang YS, Lee CC, Le Nours J, Kim H, Lee J, Blumberg RS, Rossjohn J, Park SB, Kasper DL.","Nature. 2021 Dec;600(7888):302-307. doi: 10.1038/s41586-021-04083-0. Epub 2021 Nov 10.","Oh SF","Nature","2021","2021/11/11","","","10.1038/s41586-021-04083-0"
"34937945","HELQ is a dual-function DSB repair enzyme modulated by RPA and RAD51","Anand R, Buechelmaier E, Belan O, Newton M, Vancevska A, Kaczmarczyk A, Takaki T, Rueda DS, Powell SN, Boulton SJ.","Nature. 2021 Dec 22. doi: 10.1038/s41586-021-04261-0. Online ahead of print.","Anand R","Nature","2021","2021/12/23","","","10.1038/s41586-021-04261-0"
"34616069","Genetic dissection of the glutamatergic neuron system in cerebral cortex","Matho KS, Huilgol D, Galbavy W, He M, Kim G, An X, Lu J, Wu P, Di Bella DJ, Shetty AS, Palaniswamy R, Hatfield J, Raudales R, Narasimhan A, Gamache E, Levine JM, Tucciarone J, Szelenyi E, Harris JA, Mitra PP, Osten P, Arlotta P, Huang ZJ.","Nature. 2021 Oct;598(7879):182-187. doi: 10.1038/s41586-021-03955-9. Epub 2021 Oct 6.","Matho KS","Nature","2021","2021/10/07","PMC8494647","","10.1038/s41586-021-03955-9"
"34912091","Observation of Feshbach resonances between a single ion and ultracold atoms","Weckesser P, Thielemann F, Wiater D, Wojciechowska A, Karpa L, Jachymski K, Tomza M, Walker T, Schaetz T.","Nature. 2021 Dec;600(7889):429-433. doi: 10.1038/s41586-021-04112-y. Epub 2021 Dec 15.","Weckesser P","Nature","2021","2021/12/16","","","10.1038/s41586-021-04112-y"
"34929720","Structural architecture of the human NALCN channelosome","Kschonsak M, Chua HC, Weidling C, Chakouri N, Noland CL, Schott K, Chang T, Tam C, Patel N, Arthur CP, Leitner A, Ben-Johny M, Ciferri C, Pless SA, Payandeh J.","Nature. 2021 Dec 20. doi: 10.1038/s41586-021-04313-5. Online ahead of print.","Kschonsak M","Nature","2021","2021/12/20","","","10.1038/s41586-021-04313-5"
"34616041","Structure and assembly of the mammalian mitochondrial supercomplex CIII(2)CIV","Vercellino I, Sazanov LA.","Nature. 2021 Oct;598(7880):364-367. doi: 10.1038/s41586-021-03927-z. Epub 2021 Oct 6.","Vercellino I","Nature","2021","2021/10/07","","","10.1038/s41586-021-03927-z"
"34856602","Human blastoids model blastocyst development and implantation","Kagawa H, Javali A, Khoei HH, Sommer TM, Sestini G, Novatchkova M, Scholte Op Reimer Y, Castel G, Bruneau A, Maenhoudt N, Lammers J, Loubersac S, Freour T, Vankelecom H, David L, Rivron N.","Nature. 2021 Dec 2. doi: 10.1038/s41586-021-04267-8. Online ahead of print.","Kagawa H","Nature","2021","2021/12/02","","","10.1038/s41586-021-04267-8"
"34695836","Untimely TGFβ responses in COVID-19 limit antiviral functions of NK cells","Witkowski M, Tizian C, Ferreira-Gomes M, Niemeyer D, Jones TC, Heinrich F, Frischbutter S, Angermair S, Hohnstein T, Mattiola I, Nawrath P, McEwen S, Zocche S, Viviano E, Heinz GA, Maurer M, Kölsch U, Chua RL, Aschman T, Meisel C, Radke J, Sawitzki B, Roehmel J, Allers K, Moos V, Schneider T, Hanitsch L, Mall MA, Conrad C, Radbruch H, Duerr CU, Trapani JA, Marcenaro E, Kallinich T, Corman VM, Kurth F, Sander LE, Drosten C, Treskatsch S, Durek P, Kruglov A, Radbruch A, Mashreghi MF, Diefenbach A.","Nature. 2021 Dec;600(7888):295-301. doi: 10.1038/s41586-021-04142-6. Epub 2021 Oct 25.","Witkowski M","Nature","2021","2021/10/25","","","10.1038/s41586-021-04142-6"
"34853475","De novo protein design by deep network hallucination","Anishchenko I, Pellock SJ, Chidyausiku TM, Ramelot TA, Ovchinnikov S, Hao J, Bafna K, Norn C, Kang A, Bera AK, DiMaio F, Carter L, Chow CM, Montelione GT, Baker D.","Nature. 2021 Dec;600(7889):547-552. doi: 10.1038/s41586-021-04184-w. Epub 2021 Dec 1.","Anishchenko I","Nature","2021","2021/12/02","","","10.1038/s41586-021-04184-w"
"34616056","Hemispheric black carbon increase after the 13th-century Māori arrival in New Zealand","McConnell JR, Chellman NJ, Mulvaney R, Eckhardt S, Stohl A, Plunkett G, Kipfstuhl S, Freitag J, Isaksson E, Gleason KE, Brugger SO, McWethy DB, Abram NJ, Liu P, Aristarain AJ.","Nature. 2021 Oct;598(7879):82-85. doi: 10.1038/s41586-021-03858-9. Epub 2021 Oct 6.","McConnell JR","Nature","2021","2021/10/07","","","10.1038/s41586-021-03858-9"
"34931044","Ostrich eggshell beads reveal 50,000-year-old social network in Africa","Miller JM, Wang YV.","Nature. 2021 Dec 20. doi: 10.1038/s41586-021-04227-2. Online ahead of print.","Miller JM","Nature","2021","2021/12/21","","","10.1038/s41586-021-04227-2"
"34912082","Deep-mantle krypton reveals Earth's early accretion of carbonaceous matter","Péron S, Mukhopadhyay S, Kurz MD, Graham DW.","Nature. 2021 Dec;600(7889):462-467. doi: 10.1038/s41586-021-04092-z. Epub 2021 Dec 15.","Péron S","Nature","2021","2021/12/16","","","10.1038/s41586-021-04092-z"
"34707290","Human neural tube morphogenesis in vitro by geometric constraints","Karzbrun E, Khankhel AH, Megale HC, Glasauer SMK, Wyle Y, Britton G, Warmflash A, Kosik KS, Siggia ED, Shraiman BI, Streichan SJ.","Nature. 2021 Nov;599(7884):268-272. doi: 10.1038/s41586-021-04026-9. Epub 2021 Oct 27.","Karzbrun E","Nature","2021","2021/10/28","","","10.1038/s41586-021-04026-9"
"34912119","NLRs guard metabolism to coordinate pattern- and effector-triggered immunity","Zhai K, Liang D, Li H, Jiao F, Yan B, Liu J, Lei Z, Huang L, Gong X, Wang X, Miao J, Wang Y, Liu JY, Zhang L, Wang E, Deng Y, Wen CK, Guo H, Han B, He Z.","Nature. 2021 Dec 15. doi: 10.1038/s41586-021-04219-2. Online ahead of print.","Zhai K","Nature","2021","2021/12/16","","","10.1038/s41586-021-04219-2"
"34937938","Cancer risk across mammals","Vincze O, Colchero F, Lemaître JF, Conde DA, Pavard S, Bieuville M, Urrutia AO, Ujvari B, Boddy AM, Maley CC, Thomas F, Giraudeau M.","Nature. 2021 Dec 22. doi: 10.1038/s41586-021-04224-5. Online ahead of print.","Vincze O","Nature","2021","2021/12/23","","","10.1038/s41586-021-04224-5"
"34649268","Genomic reconstruction of the SARS-CoV-2 epidemic in England","Vöhringer HS, Sanderson T, Sinnott M, De Maio N, Nguyen T, Goater R, Schwach F, Harrison I, Hellewell J, Ariani CV, Gonçalves S, Jackson DK, Johnston I, Jung AW, Saint C, Sillitoe J, Suciu M, Goldman N, Panovska-Griffiths J; Wellcome Sanger Institute COVID-19 Surveillance Team; COVID-19 Genomics UK (COG-UK) Consortium*, Birney E, Volz E, Funk S, Kwiatkowski D, Chand M, Martincorena I, Barrett JC, Gerstung M.","Nature. 2021 Dec;600(7889):506-511. doi: 10.1038/s41586-021-04069-y. Epub 2021 Oct 14.","Vöhringer HS","Nature","2021","2021/10/14","PMC8674138","","10.1038/s41586-021-04069-y"
"34880500","A hormone complex of FABP4 and nucleoside kinases regulates islet function","Prentice KJ, Saksi J, Robertson LT, Lee GY, Inouye KE, Eguchi K, Lee A, Cakici O, Otterbeck E, Cedillo P, Achenbach P, Ziegler AG, Calay ES, Engin F, Hotamisligil GS.","Nature. 2021 Dec;600(7890):720-726. doi: 10.1038/s41586-021-04137-3. Epub 2021 Dec 8.","Prentice KJ","Nature","2021","2021/12/09","","","10.1038/s41586-021-04137-3"
"34853455","Optomechanical dissipative solitons","Zhang J, Peng B, Kim S, Monifi F, Jiang X, Li Y, Yu P, Liu L, Liu YX, Alù A, Yang L.","Nature. 2021 Dec;600(7887):75-80. doi: 10.1038/s41586-021-04012-1. Epub 2021 Dec 1.","Zhang J","Nature","2021","2021/12/02","","","10.1038/s41586-021-04012-1"
"34853474","Activation of homologous recombination in G1 preserves centromeric integrity","Yilmaz D, Furst A, Meaburn K, Lezaja A, Wen Y, Altmeyer M, Reina-San-Martin B, Soutoglou E.","Nature. 2021 Dec;600(7890):748-753. doi: 10.1038/s41586-021-04200-z. Epub 2021 Dec 1.","Yilmaz D","Nature","2021","2021/12/02","","","10.1038/s41586-021-04200-z"
"34937050","Enhanced fitness of SARS-CoV-2 variant of concern Alpha but not Beta","Ulrich L, Halwe NJ, Taddeo A, Ebert N, Schön J, Devisme C, Trüeb BS, Hoffmann B, Wider M, Fan X, Bekliz M, Essaidi-Laziosi M, Schmidt ML, Niemeyer D, Corman VM, Kraft A, Godel A, Laloli L, Kelly JN, Calderon BM, Breithaupt A, Wylezich C, Veiga IB, Gultom M, Osman S, Zhou B, Adea K, Meyer B, Eberhardt C, Thomann L, Gsell M, Labroussaa F, Jores J, Summerfield A, Drosten C, Eckerle IA, Wentworth DE, Dijkman R, Hoffmann D, Thiel V, Beer M, Benarafa C.","Nature. 2021 Dec 22. doi: 10.1038/s41586-021-04342-0. Online ahead of print.","Ulrich L","Nature","2021","2021/12/22","","","10.1038/s41586-021-04342-0"
"34942634","Evolution of enhanced innate immune evasion by SARS-CoV-2","Thorne LG, Bouhaddou M, Reuschl AK, Zuliani-Alvarez L, Polacco B, Pelin A, Batra J, Whelan MVX, Hosmillo M, Fossati A, Ragazzini R, Jungreis I, Ummadi M, Rojc A, Turner J, Bischof ML, Obernier K, Braberg H, Soucheray M, Richards A, Chen KH, Harjai B, Memon D, Hiatt J, Rosales R, McGovern BL, Jahun A, Fabius JM, White K, Goodfellow IG, Takeuchi Y, Bonfanti P, Shokat K, Jura N, Verba K, Noursadeghi M, Beltrao P, Kellis M, Swaney DL, García-Sastre A, Jolly C, Towers GJ, Krogan NJ.","Nature. 2021 Dec 23. doi: 10.1038/s41586-021-04352-y. Online ahead of print.","Thorne LG","Nature","2021","2021/12/23","","","10.1038/s41586-021-04352-y"
"34912114","Individual human cortical progenitors can produce excitatory and inhibitory neurons","Delgado RN, Allen DE, Keefe MG, Mancia Leon WR, Ziffra RS, Crouch EE, Alvarez-Buylla A, Nowakowski TJ.","Nature. 2021 Dec 15. doi: 10.1038/s41586-021-04230-7. Online ahead of print.","Delgado RN","Nature","2021","2021/12/16","","","10.1038/s41586-021-04230-7"
"34616063","Spatially resolved cell atlas of the mouse primary motor cortex by MERFISH","Zhang M, Eichhorn SW, Zingg B, Yao Z, Cotter K, Zeng H, Dong H, Zhuang X.","Nature. 2021 Oct;598(7879):137-143. doi: 10.1038/s41586-021-03705-x. Epub 2021 Oct 6.","Zhang M","Nature","2021","2021/10/07","PMC8494645","","10.1038/s41586-021-03705-x"
"34616066","A transcriptomic and epigenomic cell atlas of the mouse primary motor cortex","Yao Z, Liu H, Xie F, Fischer S, Adkins RS, Aldridge AI, Ament SA, Bartlett A, Behrens MM, Van den Berge K, Bertagnolli D, de Bézieux HR, Biancalani T, Booeshaghi AS, Bravo HC, Casper T, Colantuoni C, Crabtree J, Creasy H, Crichton K, Crow M, Dee N, Dougherty EL, Doyle WI, Dudoit S, Fang R, Felix V, Fong O, Giglio M, Goldy J, Hawrylycz M, Herb BR, Hertzano R, Hou X, Hu Q, Kancherla J, Kroll M, Lathia K, Li YE, Lucero JD, Luo C, Mahurkar A, McMillen D, Nadaf NM, Nery JR, Nguyen TN, Niu SY, Ntranos V, Orvis J, Osteen JK, Pham T, Pinto-Duarte A, Poirion O, Preissl S, Purdom E, Rimorin C, Risso D, Rivkin AC, Smith K, Street K, Sulc J, Svensson V, Tieu M, Torkelson A, Tung H, Vaishnav ED, Vanderburg CR, van Velthoven C, Wang X, White OR, Huang ZJ, Kharchenko PV, Pachter L, Ngai J, Regev A, Tasic B, Welch JD, Gillis J, Macosko EZ, Ren B, Ecker JR, Zeng H, Mukamel EA.","Nature. 2021 Oct;598(7879):103-110. doi: 10.1038/s41586-021-03500-8. Epub 2021 Oct 6.","Yao Z","Nature","2021","2021/10/07","PMC8494649","","10.1038/s41586-021-03500-8"
"34700328","A conserved mechanism for regulating replisome disassembly in eukaryotes","Jenkyn-Bedford M, Jones ML, Baris Y, Labib KPM, Cannone G, Yeeles JTP, Deegan TD.","Nature. 2021 Dec;600(7890):743-747. doi: 10.1038/s41586-021-04145-3. Epub 2021 Oct 26.","Jenkyn-Bedford M","Nature","2021","2021/10/26","","","10.1038/s41586-021-04145-3"
"34875674","Multi-omic machine learning predictor of breast cancer therapy response","Sammut SJ, Crispin-Ortuzar M, Chin SF, Provenzano E, Bardwell HA, Ma W, Cope W, Dariush A, Dawson SJ, Abraham JE, Dunn J, Hiller L, Thomas J, Cameron DA, Bartlett JMS, Hayward L, Pharoah PD, Markowetz F, Rueda OM, Earl HM, Caldas C.","Nature. 2021 Dec 7. doi: 10.1038/s41586-021-04278-5. Online ahead of print.","Sammut SJ","Nature","2021","2021/12/07","","","10.1038/s41586-021-04278-5"
"34880503","Collective durotaxis along a self-generated stiffness gradient in vivo","Shellard A, Mayor R.","Nature. 2021 Dec;600(7890):690-694. doi: 10.1038/s41586-021-04210-x. Epub 2021 Dec 8.","Shellard A","Nature","2021","2021/12/09","","","10.1038/s41586-021-04210-x"
"34847567","An autoimmune stem-like CD8 T cell population drives type 1 diabetes","Gearty SV, Dündar F, Zumbo P, Espinosa-Carrasco G, Shakiba M, Sanchez-Rivera FJ, Socci ND, Trivedi P, Lowe SW, Lauer P, Mohibullah N, Viale A, DiLorenzo TP, Betel D, Schietinger A.","Nature. 2021 Nov 30. doi: 10.1038/s41586-021-04248-x. Online ahead of print.","Gearty SV","Nature","2021","2021/11/30","","","10.1038/s41586-021-04248-x"
"34937946","Valine tRNA levels and availability regulate complex I assembly in leukaemia","Thandapani P, Kloetgen A, Witkowski MT, Glytsou C, Lee AK, Wang E, Wang J, LeBoeuf SE, Avrampou K, Papagiannakopoulos T, Tsirigos A, Aifantis I.","Nature. 2021 Dec 22. doi: 10.1038/s41586-021-04244-1. Online ahead of print.","Thandapani P","Nature","2021","2021/12/23","","","10.1038/s41586-021-04244-1"
"34937900","Integrated photonics enables continuous-beam electron phase modulation","Henke JW, Raja AS, Feist A, Huang G, Arend G, Yang Y, Kappert FJ, Wang RN, Möller M, Pan J, Liu J, Kfir O, Ropers C, Kippenberg TJ.","Nature. 2021 Dec;600(7890):653-658. doi: 10.1038/s41586-021-04197-5. Epub 2021 Dec 22.","Henke JW","Nature","2021","2021/12/23","","","10.1038/s41586-021-04197-5"
"34646003","Superior robustness of anomalous non-reciprocal topological edge states","Zhang Z, Delplace P, Fleury R.","Nature. 2021 Oct;598(7880):293-297. doi: 10.1038/s41586-021-03868-7. Epub 2021 Oct 13.","Zhang Z","Nature","2021","2021/10/14","PMC8514337","","10.1038/s41586-021-03868-7"
"34937894","Programmable interactions and emergent geometry in an array of atom clouds","Periwal A, Cooper ES, Kunkel P, Wienand JF, Davis EJ, Schleier-Smith M.","Nature. 2021 Dec;600(7890):630-635. doi: 10.1038/s41586-021-04156-0. Epub 2021 Dec 22.","Periwal A","Nature","2021","2021/12/23","","","10.1038/s41586-021-04156-0"
"34732870","Reconstruction of Bloch wavefunctions of holes in a semiconductor","Costello JB, O'Hara SD, Wu Q, Valovcin DC, Pfeiffer LN, West KW, Sherwin MS.","Nature. 2021 Nov;599(7883):57-61. doi: 10.1038/s41586-021-03940-2. Epub 2021 Nov 3.","Costello JB","Nature","2021","2021/11/04","","","10.1038/s41586-021-03940-2"
"34616055","Fine-regolith production on asteroids controlled by rock porosity","Cambioni S, Delbo M, Poggiali G, Avdellidou C, Ryan AJ, Deshapriya JDP, Asphaug E, Ballouz RL, Barucci MA, Bennett CA, Bottke WF, Brucato JR, Burke KN, Cloutis E, DellaGiustina DN, Emery JP, Rozitis B, Walsh KJ, Lauretta DS.","Nature. 2021 Oct;598(7879):49-52. doi: 10.1038/s41586-021-03816-5. Epub 2021 Oct 6.","Cambioni S","Nature","2021","2021/10/07","","","10.1038/s41586-021-03816-5"
"34937935","MicroRNA sequence codes for small extracellular vesicle release and cellular retention","Garcia-Martin R, Wang G, Brandão BB, Zanotto TM, Shah S, Kumar Patel S, Schilling B, Kahn CR.","Nature. 2021 Dec 22. doi: 10.1038/s41586-021-04234-3. Online ahead of print.","Garcia-Martin R","Nature","2021","2021/12/23","","","10.1038/s41586-021-04234-3"
"34819667","Aldehyde-driven transcriptional stress triggers an anorexic DNA damage response","Mulderrig L, Garaycoechea JI, Tuong ZK, Millington CL, Dingler FA, Ferdinand JR, Gaul L, Tadross JA, Arends MJ, O'Rahilly S, Crossan GP, Clatworthy MR, Patel KJ.","Nature. 2021 Dec;600(7887):158-163. doi: 10.1038/s41586-021-04133-7. Epub 2021 Nov 24.","Mulderrig L","Nature","2021","2021/11/25","","","10.1038/s41586-021-04133-7"
"34937049","Large-scale migration into Britain during the Middle to Late Bronze Age","Patterson N, Isakov M, Booth T, Büster L, Fischer CE, Olalde I, Ringbauer H, Akbari A, Cheronet O, Bleasdale M, Adamski N, Altena E, Bernardos R, Brace S, Broomandkhoshbacht N, Callan K, Candilio F, Culleton B, Curtis E, Demetz L, Carlson KSD, Fernandes DM, Foody MGB, Freilich S, Goodchild H, Kearns A, Lawson AM, Lazaridis I, Mah M, Mallick S, Mandl K, Micco A, Michel M, Morante GB, Oppenheimer J, Özdoğan KT, Qiu L, Schattke C, Stewardson K, Workman JN, Zalzala F, Zhang Z, Agustí B, Allen T, Almássy K, Amkreutz L, Ash A, Baillif-Ducros C, Barclay A, Bartosiewicz L, Baxter K, Bernert Z, Blažek J, Bodružić M, Boissinot P, Bonsall C, Bradley P, Brittain M, Brookes A, Brown F, Brown L, Brunning R, Budd C, Burmaz J, Canet S, Carnicero-Cáceres S, Čaušević-Bully M, Chamberlain A, Chauvin S, Clough S, Čondić N, Coppa A, Craig O, Črešnar M, Cummings V, Czifra S, Danielisová A, Daniels R, Davies A, de Jersey P, Deacon J, Deminger C, Ditchfield PW, Dizdar M, Dobeš M, Dobisíková M, Domboróczki L, Drinkall G, Đukić A, Edwards CJ, Ernée M, Evans C, Evans J, Fernández-Götz M, Filipović S, Fitzpatrick A, Fokkens H, Fowler C, Fox A, Gallina Z, et al.","Nature. 2021 Dec 22. doi: 10.1038/s41586-021-04287-4. Online ahead of print.","Patterson N","Nature","2021","2021/12/22","","","10.1038/s41586-021-04287-4"
"34759314","Self-guarding of MORC3 enables virulence factor-triggered immunity","Gaidt MM, Morrow A, Fairgrieve MR, Karr JP, Yosef N, Vance RE.","Nature. 2021 Dec;600(7887):138-142. doi: 10.1038/s41586-021-04054-5. Epub 2021 Nov 10.","Gaidt MM","Nature","2021","2021/11/11","","","10.1038/s41586-021-04054-5"
"34879391","Architecture of the chloroplast PSI-NDH supercomplex in Hordeum vulgare","Shen L, Tang K, Wang W, Wang C, Wu H, Mao Z, An S, Chang S, Kuang T, Shen JR, Han G, Zhang X.","Nature. 2021 Dec 8. doi: 10.1038/s41586-021-04277-6. Online ahead of print.","Shen L","Nature","2021","2021/12/08","","","10.1038/s41586-021-04277-6"
"34671165","eccDNAs are apoptotic products with high innate immunostimulatory activity","Wang Y, Wang M, Djekidel MN, Chen H, Liu D, Alt FW, Zhang Y.","Nature. 2021 Nov;599(7884):308-314. doi: 10.1038/s41586-021-04009-w. Epub 2021 Oct 20.","Wang Y","Nature","2021","2021/10/21","","","10.1038/s41586-021-04009-w"
"34616070","An atlas of cortical arealization identifies dynamic molecular signatures","Bhaduri A, Sandoval-Espinosa C, Otero-Garcia M, Oh I, Yin R, Eze UC, Nowakowski TJ, Kriegstein AR.","Nature. 2021 Oct;598(7879):200-204. doi: 10.1038/s41586-021-03910-8. Epub 2021 Oct 6.","Bhaduri A","Nature","2021","2021/10/07","PMC8494648","NIHMS1737157","10.1038/s41586-021-03910-8"
"34912095","Ovarian cancer","Hodson R.","Nature. 2021 Dec;600(7889):S35. doi: 10.1038/d41586-021-03713-x.","Hodson R","Nature","2021","2021/12/16","","","10.1038/d41586-021-03713-x"
"34759332","Goldbergian physics","Tighe M.","Nature. 2021 Nov 10. doi: 10.1038/d41586-021-02967-9. Online ahead of print.","Tighe M","Nature","2021","2021/11/11","","","10.1038/d41586-021-02967-9"
"34646024","Path correction","Wenmackers S.","Nature. 2021 Oct 13. doi: 10.1038/d41586-021-02765-3. Online ahead of print.","Wenmackers S","Nature","2021","2021/10/14","","","10.1038/d41586-021-02765-3"
"34645999","A bimodal burst energy distribution of a repeating fast radio burst source","Li D, Wang P, Zhu WW, Zhang B, Zhang XX, Duan R, Zhang YK, Feng Y, Tang NY, Chatterjee S, Cordes JM, Cruces M, Dai S, Gajjar V, Hobbs G, Jin C, Kramer M, Lorimer DR, Miao CC, Niu CH, Niu JR, Pan ZC, Qian L, Spitler L, Werthimer D, Zhang GQ, Wang FY, Xie XY, Yue YL, Zhang L, Zhi QJ, Zhu Y.","Nature. 2021 Oct;598(7880):267-271. doi: 10.1038/s41586-021-03878-5. Epub 2021 Oct 13.","Li D","Nature","2021","2021/10/14","","","10.1038/s41586-021-03878-5"
"34671161","Late Quaternary dynamics of Arctic biota from ancient environmental genomics","Wang Y, Pedersen MW, Alsos IG, De Sanctis B, Racimo F, Prohaska A, Coissac E, Owens HL, Merkel MKF, Fernandez-Guerra A, Rouillard A, Lammers Y, Alberti A, Denoeud F, Money D, Ruter AH, McColl H, Larsen NK, Cherezova AA, Edwards ME, Fedorov GB, Haile J, Orlando L, Vinner L, Korneliussen TS, Beilman DW, Bjørk AA, Cao J, Dockter C, Esdale J, Gusarova G, Kjeldsen KK, Mangerud J, Rasic JT, Skadhauge B, Svendsen JI, Tikhonov A, Wincker P, Xing Y, Zhang Y, Froese DG, Rahbek C, Nogues DB, Holden PB, Edwards NR, Durbin R, Meltzer DJ, Kjær KH, Möller P, Willerslev E.","Nature. 2021 Dec;600(7887):86-92. doi: 10.1038/s41586-021-04016-x. Epub 2021 Oct 20.","Wang Y","Nature","2021","2021/10/21","PMC8636272","","10.1038/s41586-021-04016-x"
"34707296","The structure of neurofibromin isoform 2 reveals different functional states","Naschberger A, Baradaran R, Rupp B, Carroni M.","Nature. 2021 Nov;599(7884):315-319. doi: 10.1038/s41586-021-04024-x. Epub 2021 Oct 27.","Naschberger A","Nature","2021","2021/10/28","PMC8580823","","10.1038/s41586-021-04024-x"
"34670267","Evidence for unconventional superconductivity in twisted bilayer graphene","Oh M, Nuckolls KP, Wong D, Lee RL, Liu X, Watanabe K, Taniguchi T, Yazdani A.","Nature. 2021 Dec;600(7888):240-245. doi: 10.1038/s41586-021-04121-x. Epub 2021 Oct 20.","Oh M","Nature","2021","2021/10/20","","","10.1038/s41586-021-04121-x"
"34616037","5-HT modulation of a medial septal circuit tunes social memory stability","Wu X, Morishita W, Beier KT, Heifets BD, Malenka RC.","Nature. 2021 Nov;599(7883):96-101. doi: 10.1038/s41586-021-03956-8. Epub 2021 Oct 6.","Wu X","Nature","2021","2021/10/07","","","10.1038/s41586-021-03956-8"
"34646012","Structural basis of cytokine-mediated activation of ALK family receptors","De Munck S, Provost M, Kurikawa M, Omori I, Mukohyama J, Felix J, Bloch Y, Abdel-Wahab O, Bazan JF, Yoshimi A, Savvides SN.","Nature. 2021 Dec;600(7887):143-147. doi: 10.1038/s41586-021-03959-5. Epub 2021 Oct 13.","De Munck S","Nature","2021","2021/10/14","","","10.1038/s41586-021-03959-5"
"34634791","Impact of circulating SARS-CoV-2 variants on mRNA vaccine-induced immunity","Lucas C, Vogels CBF, Yildirim I, Rothman JE, Lu P, Monteiro V, Gehlhausen JR, Campbell M, Silva J, Tabachnikova A, Peña-Hernandez MA, Muenker MC, Breban MI, Fauver JR, Mohanty S, Huang J; Yale SARS-CoV-2 Genomic Surveillance Initiative, Shaw AC, Ko AI, Omer SB, Grubaugh ND, Iwasaki A.","Nature. 2021 Dec;600(7889):523-529. doi: 10.1038/s41586-021-04085-y. Epub 2021 Oct 11.","Lucas C","Nature","2021","2021/10/11","","","10.1038/s41586-021-04085-y"
"34666339","Non-KREEP origin for Chang'e-5 basalts in the Procellarum KREEP Terrane","Tian HC, Wang H, Chen Y, Yang W, Zhou Q, Zhang C, Lin HL, Huang C, Wu ST, Jia LH, Xu L, Zhang D, Li XG, Chang R, Yang YH, Xie LW, Zhang DP, Zhang GL, Yang SH, Wu FY.","Nature. 2021 Dec;600(7887):59-63. doi: 10.1038/s41586-021-04119-5. Epub 2021 Oct 19.","Tian HC","Nature","2021","2021/10/19","PMC8636255","","10.1038/s41586-021-04119-5"
"34819669","A multi-scale map of cell structure fusing protein images and interactions","Qin Y, Huttlin EL, Winsnes CF, Gosztyla ML, Wacheul L, Kelly MR, Blue SM, Zheng F, Chen M, Schaffer LV, Licon K, Bäckström A, Vaites LP, Lee JJ, Ouyang W, Liu SN, Zhang T, Silva E, Park J, Pitea A, Kreisberg JF, Gygi SP, Ma J, Harper JW, Yeo GW, Lafontaine DLJ, Lundberg E, Ideker T.","Nature. 2021 Dec;600(7889):536-542. doi: 10.1038/s41586-021-04115-9. Epub 2021 Nov 24.","Qin Y","Nature","2021","2021/11/25","","","10.1038/s41586-021-04115-9"
"34670266","Hybrid immunity improves B cells and antibodies against SARS-CoV-2 variants","Andreano E, Paciello I, Piccini G, Manganaro N, Pileri P, Hyseni I, Leonardi M, Pantano E, Abbiento V, Benincasa L, Giglioli G, De Santi C, Fabbiani M, Rancan I, Tumbarello M, Montagnani F, Sala C, Montomoli E, Rappuoli R.","Nature. 2021 Dec;600(7889):530-535. doi: 10.1038/s41586-021-04117-7. Epub 2021 Oct 20.","Andreano E","Nature","2021","2021/10/20","PMC8674140","","10.1038/s41586-021-04117-7"
